ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,12.294,1,0.7,-8.6058,12.294,-70.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,19.76,4,0.0,8.2992,19.76,42.0
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,109.764,2,0.1,8.5372,109.764,7.78
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,128.85,3,0.0,3.8655,128.85,3.0
First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,127.95,3,0.0,21.7515,127.95,17.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,68.52,3,0.0,31.5192,68.52,46.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,74.94,3,0.0,14.2386,74.94,19.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,2548.56,6,0.2,286.713,2548.56,11.25
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,271.44,45.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,287.88,3,0.2,35.985,287.88,12.5
First Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Paper,14.9,5,0.0,7.152,14.9,48.0
First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,4158.912,8,0.2,363.9048,4158.912,8.75
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,91.96,2,0.0,15.6332,91.96,17.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,33.11,7,0.0,12.9129,33.11,39.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0.0,9.3312,19.44,48.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,55.48,1,0.0,26.6304,55.48,48.0
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,91.92,5,0.2,11.49,91.92,12.5
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,17.34,2,0.0,4.6818,17.34,27.0
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,71.98,2,0.0,15.1158,71.98,21.0
Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478,7.08,35.0
First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,69.98,2,0.0,4.8986,69.98,7.0
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272,646.272,10.0
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,10.368,2,0.2,3.7584,10.368,36.25
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,8.4,5,0.0,0.336,8.4,4.0
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,71.96,5,0.2,25.186,71.96,35.0
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,18.48,32.5
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,9.84,3,0.0,2.8536,9.84,29.0
Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924,239.24,10.0
Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,21.12,4,0.0,6.5472,21.12,31.0
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0.0,15.372,54.9,28.0
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,15.24,3,0.0,5.1816,15.24,34.0
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336,19.568,-270.0
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,310.392,4,0.8,-512.1468,310.392,-165.0
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,42.6,3,0.0,16.614,42.6,39.0
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,113.94,6,0.0,54.6912,113.94,48.0
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,129.92,4,0.0,5.1968,129.92,4.0
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,5.28,3,0.0,2.5344,5.28,48.0
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,859.2,3,0.2,75.18,859.2,8.75
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,506.28,3,0.2,177.198,506.28,35.0
Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,14.368,2,0.2,3.9512,14.368,27.5
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646,314.352,-11.25
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,27.888,7,0.2,10.1094,27.888,36.25
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,238.152,3,0.2,89.307,238.152,37.5
Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0.0,173.235,692.94,25.0
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,16.146,9,0.7,-12.9168,16.146,-80.0
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,1345.485,5,0.7,-1031.5385,1345.485,-76.67
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,173.488,7,0.2,54.215,173.488,31.25
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,57.75,5,0.0,16.17,57.75,28.0
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,272.4,5,0.0,76.272,272.4,28.0
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,11.952,3,0.2,4.0338,11.952,33.75
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,28.0,4,0.2,7.7,28.0,27.5
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608,12.201,-80.0
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122,2.068,-165.0
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,83.84,8,0.2,30.392,83.84,36.25
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392,11.36,47.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0.0,17.472,36.4,48.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,0.2,6.992,27.968,25.0
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0.0,38.3508,142.04,27.0
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,14.67,3,0.0,6.0147,14.67,41.0
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,1199.96,5,0.2,224.9925,1199.96,18.75
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,12.6,3,0.0,6.174,12.6,49.0
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,17.94,3,0.0,8.073,17.94,45.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688,23.904,32.5
Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,88.96,8,0.2,10.008,88.96,11.25
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,-97.176,518.272,-18.75
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,6.98,1,0.0,3.3504,6.98,48.0
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,343.2,1,0.2,38.61,343.2,11.25
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,17.544,3,0.2,5.9211,17.544,33.75
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,152.688,2,0.2,-26.7204,152.688,-17.5
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,3.488,16.25
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248,5.888,-22.5
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,153.552,3,0.2,51.8238,153.552,33.75
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,270.62,2,0.0,2.7062,270.62,1.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316,468.9,44.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416,72.48,42.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285,10.95,30.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824,191.82,32.0
First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,151.056,9,0.2,7.5528,151.056,5.0
Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322,25.16,-45.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348,6.216,-155.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568,23.616,11.25
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008,24.032,-2.5
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786,2.088,32.5
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732,4.488,-150.0
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,29.22,3,0.0,12.8568,29.22,44.0
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,6.48,1,0.0,3.1104,6.48,48.0
Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,1.188,2,0.7,-0.99,1.188,-83.33
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764,272.646,6.67
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0.0,95.76,212.8,45.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0.0,18.1044,38.52,47.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0.0,21.792,72.64,30.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0.0,12.712,45.4,28.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0.0,6.3296,13.76,46.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991,80.991,10.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771,11.784,33.75
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0.0,1.7876,4.36,41.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157,2888.127,21.11
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0.0,350.9082,1299.66,27.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735,2254.41,16.67
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0.0,28.3095,104.85,27.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0.0,20.3898,59.97,34.0
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752,314.532,-26.67
Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,3.5784,13.632,26.25
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516,19.432,-255.0
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,-8.18,65.44,-12.5
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,6.0,2,0.2,2.1,6.0,35.0
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436,1.908,-170.0
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,1474.802,-1.43
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,110.096,2,0.2,33.0288,110.096,30.0
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,16.752,6,0.2,5.4444,16.752,32.5
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0.0,1537.074,0.0
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,449.372,-2.86
Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,41.904,6,0.2,14.1426,41.904,33.75
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896,2279.96,26.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724,14.94,46.0
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,191.976,3,0.2,19.1976,191.976,10.0
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6.5538,23.832,27.5
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,0.2,61.3824,409.216,15.0
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,72.588,2,0.7,-128.2388,72.588,-176.67
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,61.568,2,0.2,4.6176,61.568,7.5
Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,20.96,4,0.2,6.812,20.96,32.5
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,44.75,5,0.0,8.5025,44.75,19.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,11.96,2,0.0,5.382,11.96,45.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.912,1,0.2,1.2714,3.912,32.5
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666,327.996,16.67
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.408,4,0.2,18.528,49.408,37.5
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,53.25,3,0.0,20.7675,53.25,39.0
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,3.76,2,0.0,1.316,3.76,35.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674,767.214,21.11
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,163.96,5,0.2,59.4355,163.96,36.25
First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,161.28,2,0.2,12.096,161.28,7.5
Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,192.8,4,0.0,55.912,192.8,29.0
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,27.696,3,0.2,3.462,27.696,12.5
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682,73.164,-255.0
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,32.064,6,0.2,11.2224,32.064,35.0
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,205.666,2,0.15,-12.098,205.666,-5.88
First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,115.44,3,0.0,30.0144,115.44,26.0
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,274.8,5,0.0,134.652,274.8,49.0
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0.0,3.9128,195.64,2.0
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0.0,74.8142,257.98,29.0
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,119.04,6,0.0,48.8064,119.04,41.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,20.07,3,0.0,9.2322,20.07,46.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,11.76,4,0.0,3.1752,11.76,27.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,40.736,2,0.2,14.7668,40.736,36.25
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,201.584,2,0.2,12.599,201.584,6.25
First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,340.704,6,0.2,-34.0704,340.704,-10.0
First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,354.9,5,0.0,88.725,354.9,25.0
Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,1198.33,10,0.15,70.49,1198.33,5.88
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4,0.0,0.8792,87.92,1.0
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2,0.2,10.3936,51.968,20.0
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,51.336,3,0.2,5.7753,51.336,11.25
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,332.704,1,0.2,33.2704,332.704,10.0
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,42.408,3,0.2,9.5418,42.408,22.5
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,81.54,3,0.0,38.3238,81.54,47.0
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,167.28,12,0.0,23.4192,167.28,14.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,772.68,4,0.0,108.1752,772.68,14.0
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,323.976,3,0.2,28.3479,323.976,8.75
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,11.808,4,0.2,3.9852,11.808,33.75
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,26.16,3,0.2,1.962,26.16,7.5
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,33.57,5,0.7,-25.737,33.57,-76.67
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,4.992,3,0.2,1.3728,4.992,27.5
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,20.016,3,0.2,5.5044,20.016,27.5
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,170.24,2,0.2,53.2,170.24,31.25
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,117.456,3,0.2,44.046,117.456,37.5
Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,22.96,2,0.0,11.2504,22.96,49.0
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,13.36,2,0.0,6.4128,13.36,48.0
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.248,3,0.2,11.5587,34.248,33.75
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,3.52,2,0.0,1.0208,3.52,29.0
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,26.7,5,0.0,12.549,26.7,47.0
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,21.2,2,0.0,9.116,21.2,43.0
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,838.38,2,0.0,226.3626,838.38,27.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,1690.04,4,0.0,422.51,1690.04,25.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,85.96,7,0.0,24.0688,85.96,28.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,121.96,2,0.0,57.3212,121.96,47.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,23.92,4,0.0,11.7208,23.92,49.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,63.96,2,0.0,6.396,63.96,10.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0.0,176.386,629.95,28.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,113.73,3,0.0,32.9817,113.73,29.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.6,2,0.0,6.862,14.6,47.0
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,887.84,8,0.0,17.7568,887.84,2.0
First Class,Home Office,United States,Portland,Oregon,97206,West,Furniture,Chairs,403.92,5,0.2,25.245,403.92,6.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,106.8,10,0.2,10.68,106.8,10.0
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,70.95,3,0.0,20.5755,70.95,29.0
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.944,6,0.2,11.7936,34.944,33.75
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,119.04,6,0.0,35.712,119.04,30.0
Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,383.84,4,0.2,47.98,383.84,12.5
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,799.56,9,0.0,207.8856,799.56,26.0
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,31.44,3,0.0,8.4888,31.44,27.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072,25.92,35.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115,6.33,-155.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,75.88,5,0.2,26.558,75.88,35.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,329.988,2,0.4,-76.9972,329.988,-23.33
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,71.376,3,0.2,-4.461,71.376,-6.25
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,63.77,7,0.0,28.6965,63.77,45.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,50.97,3,0.0,13.2522,50.97,26.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,96.08,2,0.0,46.1184,96.08,48.0
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Copiers,1439.968,4,0.2,485.9892,1439.968,33.75
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Accessories,43.56,3,0.2,-4.9005,43.56,-11.25
Standard Class,Consumer,United States,Apple Valley,California,92307,West,Furniture,Chairs,563.92,5,0.2,7.049,563.92,1.25
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,235.152,8,0.4,-47.0304,235.152,-20.0
First Class,Home Office,United States,Marion,Ohio,43302,East,Furniture,Furnishings,7.712,2,0.2,1.7352,7.712,22.5
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,51.016,7,0.2,15.9425,51.016,31.25
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,25.248,4,0.2,7.89,25.248,31.25
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,56.686,1,0.3,-14.5764,56.686,-25.71
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Storage,51.168,2,0.2,-6.396,51.168,-12.5
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,2793.528,9,0.2,942.8157,2793.528,33.75
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1000.02,7,0.0,290.0058,1000.02,29.0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,65.94,3,0.0,22.4196,65.94,34.0
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Fasteners,18.24,3,0.0,9.12,18.24,50.0
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Appliances,76.12,2,0.0,22.0748,76.12,29.0
Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Envelopes,7.64,1,0.0,3.7436,7.64,49.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,68.16,3,0.0,27.9456,68.16,41.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,62.24,8,0.0,29.2528,62.24,47.0
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,29.97,3,0.0,0.2997,29.97,1.0
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,125.7,6,0.0,35.196,125.7,28.0
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0.0,51.8346,191.98,27.0
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Storage,20.86,7,0.0,1.4602,20.86,7.0
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,56.7,9,0.0,26.082,56.7,46.0
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,72.704,4,0.2,19.0848,72.704,26.25
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7,0.2,1.0731,12.264,8.75
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Storage,218.352,3,0.2,-54.588,218.352,-25.0
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Bookcases,66.294,1,0.7,-103.8606,66.294,-156.67
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Chairs,291.168,4,0.2,-14.5584,291.168,-5.0
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,88.776,3,0.2,7.7679,88.776,8.75
